EVENT_ID,TIMESTAMP,SECTOR,DEPARTMENT,SOURCE_ASSET,DESTINATION_ASSET,SOURCE_IP,DESTINATION_IP,SOURCE_PORT,DESTINATION_PORT,PROTOCOL,BYTES_SENT,BYTES_RECEIVED,PACKETS_SENT,PACKETS_RECEIVED,FLOW_DURATION_SEC,CONNECTION_FREQUENCY,UNIQUE_DESTINATIONS,UNIQUE_PORTS,DNS_DOMAIN,DNS_FREQUENCY,DOMAIN_NOVELTY,USER_ID,AUTHENTICATION_TYPE,AUTHENTICATION_RESULT,FAILED_LOGIN_COUNT,PROCESS_NAME,FILE_ACTIVITY,ASSET_TYPE,ASSET_CRITICALITY,ASSET_ZONE,ASSET_OWNER,VULNERABILITY_SCORE,INTERNET_EXPOSURE,PREVIOUS_ATTACK_STAGE,CURRENT_ATTACK_STAGE,NEXT_ATTACK_STAGE,ATTACK_TYPE,MITRE_TECHNIQUE,LABEL,BYTES_PER_SEC,PACKETS_PER_SEC,AUTH_FAILURE_RATE,TRAFFIC_BURST_SCORE,TARGET_NOVELTY_SCORE,CRITICALITY_SCORE,BLAST_RADIUS_PROXY
N-05-00010,2026-01-07T23:10:31,Airports,DEPT-05,S05-MGMT01,S05-AUTH01,10.2.52.21,10.3.53.149,22,80,UDP,13963,6064,383,468,54.02,3,1,4,internal.gov.local,4,No,USR-038,SSO,Success,2,svchost,16,Critical,Internal,OWNER-05,8.8,No,None,Normal,Normal,Normal,Normal,None,Normal,370.7330618289522,15.753424657534246,0.6666666666666666,0.851,5,2.0,9.0
N-05-00011,2026-01-06T13:55:36,Airports,DEPT-05,S05-WS01,S05-CTRL01,10.2.52.147,10.3.53.207,53,22,TCP,14320,47871,121,127,97.23,3,2,3,monitor.local,5,No,USR-073,SSO,Success,2,java,14,Medium,Internal,OWNER-05,9.1,No,None,Normal,Normal,Normal,Normal,None,Normal,639.6276869279029,2.550653090609894,0.6666666666666666,0.248,5,2.0,9.0
N-05-00012,2026-01-04T07:52:17,Airports,DEPT-05,S05-GW01,S05-AUTH01,10.2.52.127,10.3.53.32,443,443,TCP,14917,67011,125,222,26.55,2,2,4,monitor.local,3,No,USR-044,Password,Success,1,svchost,19,High,DMZ,OWNER-05,7.3,Yes,None,Normal,Normal,Normal,Normal,None,Normal,3085.800376647834,13.069679849340867,0.5,0.347,6,2.0,10.0
N-05-00013,2026-01-16T22:10:11,Airports,DEPT-05,S05-BKP01,S05-MON01,10.2.52.169,10.3.53.240,22,80,TCP,13459,64208,225,413,26.35,4,1,2,internal.gov.local,4,Yes,USR-062,Password,Success,0,java,15,Critical,Internal,OWNER-05,3.7,No,None,Normal,Normal,Normal,Normal,None,Normal,2947.514231499051,24.212523719165084,0.0,0.638,8,2.0,7.0
N-05-00014,2026-01-13T22:40:36,Airports,DEPT-05,S05-VPN01,S05-BKP01,10.2.52.66,10.3.53.226,80,80,TCP,47227,56347,382,270,100.2,6,3,2,monitor.local,2,No,USR-034,Certificate,Success,2,nginx,13,High,DMZ,OWNER-05,5.6,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1033.6726546906186,6.506986027944111,0.6666666666666666,0.652,5,2.0,9.0
N-05-00015,2026-01-07T15:37:36,Airports,DEPT-05,S05-BKP01,S05-APP01,10.2.52.134,10.3.53.233,53,443,TCP,33958,21529,374,445,60.66,3,5,2,auth.local,3,No,USR-076,SSO,Success,1,java,3,Critical,Internal,OWNER-05,3.7,No,None,Normal,Normal,Normal,Normal,None,Normal,914.7213979558194,13.501483679525224,0.5,0.819,7,2.0,11.0
N-05-00016,2026-01-09T21:24:15,Airports,DEPT-05,S05-MGMT01,S05-BKP01,10.2.52.38,10.3.53.220,22,80,UDP,33599,65841,265,376,77.77,3,1,2,auth.local,1,No,USR-028,Certificate,Success,0,powershell,0,Critical,Internal,OWNER-05,8.8,No,None,Normal,Normal,Normal,Normal,None,Normal,1278.6421499292787,8.242252796708243,0.0,0.641,3,2.0,7.0
N-05-00017,2026-01-14T21:46:34,Airports,DEPT-05,S05-WS01,S05-GW01,10.2.52.121,10.3.53.62,443,80,TCP,7264,20400,345,345,119.64,7,5,1,monitor.local,2,No,USR-065,Certificate,Success,0,svchost,10,Medium,Internal,OWNER-05,9.1,No,None,Normal,Normal,Normal,Normal,None,Normal,231.22701437646273,5.767301905717152,0.0,0.69,6,2.0,10.0
N-05-00018,2026-01-09T19:37:40,Airports,DEPT-05,S05-CTRL01,S05-WS01,10.2.52.181,10.3.53.173,22,53,TCP,5449,60696,86,485,61.21,6,2,4,auth.local,3,Yes,USR-028,SSO,Success,1,nginx,8,Critical,OT,OWNER-05,3.1,No,None,Normal,Normal,Normal,Normal,None,Normal,1080.624081032511,9.328541088057507,0.5,0.571,11,2.0,10.0
N-05-00019,2026-01-13T11:46:25,Airports,DEPT-05,S05-CTRL01,S05-AUTH01,10.2.52.74,10.3.53.171,443,443,TCP,1297,10827,338,171,70.04,1,2,1,internal.gov.local,4,Yes,USR-032,SSO,Success,1,python,0,Critical,OT,OWNER-05,3.1,No,None,Normal,Normal,Normal,Normal,None,Normal,173.10108509423185,7.267275842375785,0.5,0.509,8,2.0,7.0
N-05-00020,2026-01-08T22:47:06,Airports,DEPT-05,S05-AUTH01,S05-GW01,10.2.52.5,10.3.53.249,8080,80,TCP,48293,69479,411,169,12.58,6,2,3,auth.local,2,No,USR-017,Certificate,Success,2,nginx,6,Critical,Internal,OWNER-05,8.3,No,None,Normal,Normal,Normal,Normal,None,Normal,9361.844197138314,46.10492845786963,0.6666666666666666,0.58,5,2.0,9.0
N-05-00021,2026-01-13T21:54:41,Airports,DEPT-05,S05-MGMT01,S05-AUTH01,10.2.52.65,10.3.53.64,8080,5432,TCP,35749,44383,165,499,67.44,7,4,4,service.local,1,No,USR-030,SSO,Success,2,python,16,Critical,Internal,OWNER-05,8.8,No,None,Normal,Normal,Normal,Normal,None,Normal,1188.196915776987,9.845788849347569,0.6666666666666666,0.664,8,2.0,12.0
N-05-00022,2026-01-02T15:10:03,Airports,DEPT-05,S05-BKP01,S05-GW01,10.2.52.3,10.3.53.6,22,53,TCP,23739,19071,365,313,104.12,2,3,1,monitor.local,4,No,USR-021,Certificate,Success,2,java,6,Critical,Internal,OWNER-05,3.7,No,None,Normal,Normal,Normal,Normal,None,Normal,411.1601997694967,6.511717249327699,0.6666666666666666,0.678,4,2.0,8.0
N-05-00023,2026-01-02T09:15:46,Airports,DEPT-05,S05-MGMT01,S05-VPN01,10.2.52.30,10.3.53.150,443,53,UDP,3275,18172,308,535,105.54,1,4,3,internal.gov.local,3,No,USR-058,Password,Success,0,java,15,Critical,Internal,OWNER-05,8.8,No,None,Normal,Normal,Normal,Normal,None,Normal,203.21205230244456,7.987492893689596,0.0,0.843,7,2.0,11.0
N-05-00024,2026-01-17T21:29:07,Airports,DEPT-05,S05-WS01,S05-GW01,10.2.52.39,10.3.53.241,8080,53,UDP,27569,35071,70,274,71.85,6,3,4,monitor.local,4,No,USR-075,Password,Success,0,powershell,14,Medium,Internal,OWNER-05,9.1,No,None,Normal,Normal,Normal,Normal,None,Normal,871.8162839248434,4.7877522616562285,0.0,0.344,7,2.0,11.0
N-05-00025,2026-01-05T02:26:07,Airports,DEPT-05,S05-VPN01,S05-AUTH01,10.2.52.189,10.3.53.173,80,80,UDP,35925,68635,399,27,101.74,7,1,2,service.local,4,No,USR-055,Certificate,Success,1,java,20,High,DMZ,OWNER-05,5.6,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1027.717711814429,4.187143699626499,0.5,0.426,3,2.0,7.0
N-05-00026,2026-01-03T17:30:09,Airports,DEPT-05,S05-BKP01,S05-MON01,10.2.52.197,10.3.53.181,443,443,TCP,14366,60763,485,158,60.37,2,3,1,service.local,2,No,USR-044,Certificate,Success,2,svchost,8,Critical,Internal,OWNER-05,3.7,No,None,Normal,Normal,Normal,Normal,None,Normal,1244.475732979957,10.650985588868643,0.6666666666666666,0.643,4,2.0,8.0
N-05-00027,2026-01-18T14:23:17,Airports,DEPT-05,S05-MON01,S05-WS01,10.2.52.33,10.3.53.169,80,22,TCP,18545,32490,274,267,22.51,4,2,3,internal.gov.local,1,No,USR-070,Certificate,Success,0,svchost,0,High,Internal,OWNER-05,5.1,No,None,Normal,Normal,Normal,Normal,None,Normal,2267.2145713016434,24.033762772101287,0.0,0.541,5,2.0,9.0
N-05-00028,2026-01-15T15:53:56,Airports,DEPT-05,S05-AUTH01,S05-MGMT01,10.2.52.181,10.3.53.191,22,80,UDP,37130,23126,114,298,34.04,4,2,2,internal.gov.local,1,No,USR-079,SSO,Success,1,nginx,2,Critical,Internal,OWNER-05,8.3,No,None,Normal,Normal,Normal,Normal,None,Normal,1770.1527614571094,12.103407755581669,0.5,0.412,4,2.0,8.0
N-05-00029,2026-01-21T02:41:09,Airports,DEPT-05,S05-APP01,S05-VPN01,10.2.52.170,10.3.53.233,80,5432,UDP,14794,11359,367,19,108.71,2,1,4,monitor.local,2,No,USR-063,Certificate,Success,1,powershell,13,High,DMZ,OWNER-05,3.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,240.57584398859353,3.5507313034679426,0.5,0.386,5,2.0,9.0
N-05-00030,2026-01-05T05:23:13,Airports,DEPT-05,S05-MON01,S05-APP01,10.2.52.168,10.3.53.224,443,443,UDP,32825,40408,480,232,119.45,3,1,2,internal.gov.local,4,Yes,USR-031,Password,Success,2,svchost,14,High,Internal,OWNER-05,5.1,No,None,Normal,Normal,Normal,Normal,None,Normal,613.0849727919632,5.960652992884052,0.6666666666666666,0.712,8,2.0,7.0
N-05-00031,2026-01-13T04:20:39,Airports,DEPT-05,S05-DB01,S05-BKP01,10.2.52.75,10.3.53.133,80,80,UDP,19675,54175,140,129,15.12,7,2,1,auth.local,5,Yes,USR-065,Certificate,Success,0,java,16,Critical,Internal,OWNER-05,4.1,No,None,Normal,Normal,Normal,Normal,None,Normal,4884.259259259259,17.79100529100529,0.0,0.269,8,2.0,7.0
N-05-00032,2026-01-06T08:10:04,Airports,DEPT-05,S05-AUTH01,S05-WS01,10.2.52.124,10.3.53.122,53,80,UDP,48881,38869,386,245,25.3,5,4,1,monitor.local,3,No,USR-061,Certificate,Success,1,python,15,Critical,Internal,OWNER-05,8.3,No,None,Normal,Normal,Normal,Normal,None,Normal,3468.379446640316,24.940711462450594,0.5,0.631,5,2.0,9.0
N-05-00033,2026-01-10T00:20:24,Airports,DEPT-05,S05-VPN01,S05-GW01,10.2.52.131,10.3.53.169,53,53,TCP,39165,51248,335,569,87.42,1,4,3,monitor.local,4,No,USR-069,SSO,Success,2,java,7,High,DMZ,OWNER-05,5.6,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1034.2370167009838,10.340883093113703,0.6666666666666666,0.904,7,2.0,11.0
N-05-00034,2026-01-13T21:48:17,Airports,DEPT-05,S05-DB01,S05-CTRL01,10.2.52.21,10.3.53.199,443,443,UDP,37627,45802,276,7,112.52,5,5,3,monitor.local,4,No,USR-028,SSO,Success,1,java,6,Critical,Internal,OWNER-05,4.1,No,None,Normal,Normal,Normal,Normal,None,Normal,741.4592961251334,2.515108425168859,0.5,0.283,8,2.0,12.0
N-05-00035,2026-01-04T20:05:21,Airports,DEPT-05,S05-VPN01,S05-GW01,10.2.52.200,10.3.53.84,22,53,TCP,31821,37696,458,415,23.26,6,1,3,monitor.local,4,No,USR-059,Password,Success,2,java,6,High,DMZ,OWNER-05,5.6,Yes,None,Normal,Normal,Normal,Normal,None,Normal,2988.693035253654,37.53224419604471,0.6666666666666666,0.873,4,2.0,8.0
N-05-00036,2026-01-10T11:29:56,Airports,DEPT-05,S05-MON01,S05-MGMT01,10.2.52.174,10.3.53.238,443,5432,TCP,16605,24286,144,269,76.52,7,2,3,internal.gov.local,4,Yes,USR-035,Certificate,Success,1,powershell,16,High,Internal,OWNER-05,5.1,No,None,Normal,Normal,Normal,Normal,None,Normal,534.3831677992682,5.397281756403555,0.5,0.413,10,2.0,9.0
N-05-00037,2026-01-19T02:43:50,Airports,DEPT-05,S05-CTRL01,S05-MGMT01,10.2.52.142,10.3.53.60,8080,53,TCP,17606,66642,105,116,61.63,2,1,1,auth.local,5,No,USR-005,SSO,Success,0,python,14,Critical,OT,OWNER-05,3.1,No,None,Normal,Normal,Normal,Normal,None,Normal,1366.9965925685542,3.5859159500243387,0.0,0.221,2,2.0,6.0
N-05-00038,2026-01-06T23:45:16,Airports,DEPT-05,S05-CTRL01,S05-BKP01,10.2.52.170,10.3.53.228,22,443,UDP,46454,5076,378,539,67.33,5,4,2,service.local,2,Yes,USR-069,Password,Success,0,python,19,Critical,OT,OWNER-05,3.1,No,None,Normal,Normal,Normal,Normal,None,Normal,765.3349175701768,13.61948611317392,0.0,0.917,11,2.0,10.0
N-05-00039,2026-01-14T08:03:11,Airports,DEPT-05,S05-APP01,S05-VPN01,10.2.52.176,10.3.53.48,8080,80,TCP,49065,67320,182,357,102.49,3,4,4,monitor.local,4,No,USR-046,SSO,Success,2,nginx,6,High,DMZ,OWNER-05,3.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1135.574202361206,5.259049663381794,0.6666666666666666,0.539,8,2.0,12.0
N-05-00040,2026-01-13T12:22:04,Airports,DEPT-05,S05-MON01,S05-APP01,10.2.52.200,10.3.53.175,8080,53,TCP,20366,62180,220,419,81.84,1,3,2,auth.local,5,Yes,USR-046,SSO,Success,1,powershell,10,High,Internal,OWNER-05,5.1,No,None,Normal,Normal,Normal,Normal,None,Normal,1008.6265884652981,7.80791788856305,0.5,0.639,10,2.0,9.0
N-05-00041,2026-01-03T18:48:40,Airports,DEPT-05,S05-APP01,S05-GW01,10.2.52.174,10.3.53.93,8080,5432,UDP,22475,47507,180,259,40.19,7,2,2,service.local,1,Yes,USR-073,Password,Success,1,nginx,3,High,DMZ,OWNER-05,3.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1741.2789251057477,10.923115202786763,0.5,0.439,9,2.0,8.0
N-05-00042,2026-01-07T04:31:12,Airports,DEPT-05,S05-VPN01,S05-BKP01,10.2.52.185,10.3.53.90,53,443,UDP,5181,65507,9,150,72.06,8,2,4,service.local,1,No,USR-074,SSO,Success,1,powershell,9,High,DMZ,OWNER-05,5.6,Yes,None,Normal,Normal,Normal,Normal,None,Normal,980.9603108520677,2.206494587843464,0.5,0.159,6,2.0,10.0
N-05-00043,2026-01-05T05:58:27,Airports,DEPT-05,S05-BKP01,S05-VPN01,10.2.52.24,10.3.53.69,80,22,UDP,34288,27873,477,263,12.07,8,3,4,service.local,2,No,USR-072,Certificate,Success,1,nginx,4,Critical,Internal,OWNER-05,3.7,No,None,Normal,Normal,Normal,Normal,None,Normal,5150.041425020712,61.309030654515325,0.5,0.74,7,2.0,11.0
N-05-00044,2026-01-07T14:12:24,Airports,DEPT-05,S05-BKP01,S05-WS01,10.2.52.91,10.3.53.238,22,443,UDP,49069,28562,243,139,29.98,3,2,2,service.local,5,No,USR-043,SSO,Success,1,python,8,Critical,Internal,OWNER-05,3.7,No,None,Normal,Normal,Normal,Normal,None,Normal,2589.4262841894597,12.741827885256837,0.5,0.382,4,2.0,8.0
N-05-00045,2026-01-20T00:19:55,Airports,DEPT-05,S05-BKP01,S05-MON01,10.2.52.185,10.3.53.205,80,53,UDP,46118,65763,405,159,63.33,5,2,3,auth.local,2,Yes,USR-032,Certificate,Success,1,python,20,Critical,Internal,OWNER-05,3.7,No,None,Normal,Normal,Normal,Normal,None,Normal,1766.635086057161,8.905731880625297,0.5,0.564,10,2.0,9.0
N-05-00046,2026-01-02T18:47:22,Airports,DEPT-05,S05-APP01,S05-CTRL01,10.2.52.131,10.3.53.2,8080,22,UDP,32376,56036,323,394,75.34,8,2,4,service.local,3,Yes,USR-025,SSO,Success,2,python,4,High,DMZ,OWNER-05,3.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1173.5067693124502,9.516856915317229,0.6666666666666666,0.717,11,2.0,10.0
N-05-00047,2026-01-20T08:39:26,Airports,DEPT-05,S05-AUTH01,S05-APP01,10.2.52.221,10.3.53.232,8080,80,TCP,32536,47307,342,194,48.8,2,3,2,service.local,4,No,USR-028,SSO,Success,1,python,17,Critical,Internal,OWNER-05,8.3,No,None,Normal,Normal,Normal,Normal,None,Normal,1636.127049180328,10.98360655737705,0.5,0.536,5,2.0,9.0
N-05-00048,2026-01-02T13:41:39,Airports,DEPT-05,S05-AUTH01,S05-MGMT01,10.2.52.191,10.3.53.177,443,5432,UDP,41294,15522,88,168,69.91,5,4,1,service.local,3,No,USR-012,Certificate,Success,0,svchost,9,Critical,Internal,OWNER-05,8.3,No,None,Normal,Normal,Normal,Normal,None,Normal,812.7020454870549,3.661850951223001,0.0,0.256,5,2.0,9.0
N-05-00049,2026-01-13T22:06:48,Airports,DEPT-05,S05-CTRL01,S05-AUTH01,10.2.52.148,10.3.53.212,8080,80,TCP,29999,33120,401,294,74.35,6,5,4,monitor.local,2,No,USR-013,Password,Success,0,nginx,18,Critical,OT,OWNER-05,3.1,No,None,Normal,Normal,Normal,Normal,None,Normal,848.9441829186281,9.347679892400807,0.0,0.695,9,2.0,13.0
N-05-00050,2026-01-13T04:16:29,Airports,DEPT-05,S05-BKP01,S05-APP01,10.2.52.49,10.3.53.192,443,443,TCP,1085,18217,308,191,56.1,3,2,1,auth.local,3,Yes,USR-063,SSO,Success,0,svchost,11,Critical,Internal,OWNER-05,3.7,No,None,Normal,Normal,Normal,Normal,None,Normal,344.06417112299465,8.894830659536542,0.0,0.499,8,2.0,7.0
N-05-00051,2026-01-10T12:24:52,Airports,DEPT-05,S05-GW01,S05-MGMT01,10.2.52.20,10.3.53.183,80,80,UDP,32479,14448,145,85,9.46,8,2,4,auth.local,3,No,USR-051,SSO,Success,1,nginx,9,High,DMZ,OWNER-05,7.3,Yes,None,Normal,Normal,Normal,Normal,None,Normal,4960.570824524312,24.31289640591966,0.5,0.23,6,2.0,10.0
N-05-00052,2026-01-03T13:29:29,Airports,DEPT-05,S05-BKP01,S05-APP01,10.2.52.201,10.3.53.120,53,5432,UDP,38455,27820,320,84,13.58,4,5,4,service.local,5,No,USR-020,SSO,Success,0,svchost,15,Critical,Internal,OWNER-05,3.7,No,None,Normal,Normal,Normal,Normal,None,Normal,4880.338733431517,29.749631811487482,0.0,0.404,9,2.0,13.0
N-05-00053,2026-01-05T15:58:02,Airports,DEPT-05,S05-WS01,S05-APP01,10.2.52.184,10.3.53.71,22,443,UDP,30018,33383,381,283,16.54,5,2,2,monitor.local,2,No,USR-002,SSO,Success,0,java,13,Medium,Internal,OWNER-05,9.1,No,None,Normal,Normal,Normal,Normal,None,Normal,3833.1922611850064,40.14510278113664,0.0,0.664,4,2.0,8.0
N-05-00054,2026-01-15T15:02:57,Airports,DEPT-05,S05-MGMT01,S05-APP01,10.2.52.247,10.3.53.235,443,53,TCP,34638,26953,172,356,31.22,7,5,3,auth.local,4,No,USR-001,SSO,Success,2,python,5,Critical,Internal,OWNER-05,8.8,No,None,Normal,Normal,Normal,Normal,None,Normal,1972.8058936579116,16.912235746316465,0.6666666666666666,0.528,8,2.0,12.0
N-05-00055,2026-01-15T03:50:21,Airports,DEPT-05,S05-DB01,S05-BKP01,10.2.52.84,10.3.53.32,443,53,TCP,21746,33595,337,382,54.62,1,2,4,service.local,5,No,USR-015,SSO,Success,1,svchost,4,Critical,Internal,OWNER-05,4.1,No,None,Normal,Normal,Normal,Normal,None,Normal,1013.2002929329916,13.163676309044307,0.5,0.719,6,2.0,10.0
N-05-00056,2026-01-15T11:15:42,Airports,DEPT-05,S05-AUTH01,S05-CTRL01,10.2.52.135,10.3.53.147,8080,80,UDP,11603,2244,103,103,77.51,1,5,3,monitor.local,1,Yes,USR-045,Certificate,Success,0,svchost,10,Critical,Internal,OWNER-05,8.3,No,None,Normal,Normal,Normal,Normal,None,Normal,178.64791639788413,2.6577215843117017,0.0,0.206,13,2.0,12.0
N-05-00057,2026-01-13T00:32:40,Airports,DEPT-05,S05-CTRL01,S05-DB01,10.2.52.162,10.3.53.200,53,5432,UDP,36910,18204,281,123,62.21,7,4,4,service.local,4,No,USR-067,SSO,Success,0,python,2,Critical,OT,OWNER-05,3.1,No,None,Normal,Normal,Normal,Normal,None,Normal,885.9347371805176,6.494132776081016,0.0,0.404,8,2.0,12.0
N-05-00058,2026-01-07T00:07:59,Airports,DEPT-05,S05-WS01,S05-MON01,10.2.52.90,10.3.53.195,8080,443,TCP,24052,62803,304,80,52.31,4,5,2,service.local,5,No,USR-010,Certificate,Success,1,java,8,Medium,Internal,OWNER-05,9.1,No,None,Normal,Normal,Normal,Normal,None,Normal,1660.3899827948767,7.340852609443701,0.5,0.384,7,2.0,11.0
N-05-00059,2026-01-01T19:47:44,Airports,DEPT-05,S05-DB01,S05-CTRL01,10.2.52.232,10.3.53.198,443,443,TCP,46840,25748,371,542,79.58,6,1,2,internal.gov.local,4,Yes,USR-052,Certificate,Success,1,powershell,15,Critical,Internal,OWNER-05,4.1,No,None,Normal,Normal,Normal,Normal,None,Normal,912.1387283236994,11.4727318421714,0.5,0.913,8,2.0,7.0
N-05-00060,2026-01-13T22:40:59,Airports,DEPT-05,S05-MGMT01,S05-APP01,10.2.52.68,10.3.53.182,80,80,TCP,20304,3210,9,414,48.59,7,2,2,service.local,3,No,USR-056,Password,Success,0,java,6,Critical,Internal,OWNER-05,8.8,No,None,Normal,Normal,Normal,Normal,None,Normal,483.9267338958633,8.705494957810249,0.0,0.423,4,2.0,8.0
N-05-00061,2026-01-14T13:52:40,Airports,DEPT-05,S05-MON01,S05-VPN01,10.2.52.150,10.3.53.69,22,443,UDP,16954,46518,87,158,15.85,7,4,3,service.local,2,No,USR-047,Certificate,Success,2,powershell,18,High,Internal,OWNER-05,5.1,No,None,Normal,Normal,Normal,Normal,None,Normal,4004.542586750789,15.457413249211356,0.6666666666666666,0.245,7,2.0,11.0
N-05-00062,2026-01-12T00:30:49,Airports,DEPT-05,S05-AUTH01,S05-VPN01,10.2.52.206,10.3.53.91,443,80,TCP,42371,31809,347,498,114.8,3,5,4,service.local,5,No,USR-039,Password,Success,0,java,13,Critical,Internal,OWNER-05,8.3,No,None,Normal,Normal,Normal,Normal,None,Normal,646.1672473867596,7.360627177700349,0.0,0.845,9,2.0,13.0
