EVENT_ID,TIMESTAMP,SECTOR,DEPARTMENT,SOURCE_ASSET,DESTINATION_ASSET,SOURCE_IP,DESTINATION_IP,SOURCE_PORT,DESTINATION_PORT,PROTOCOL,BYTES_SENT,BYTES_RECEIVED,PACKETS_SENT,PACKETS_RECEIVED,FLOW_DURATION_SEC,CONNECTION_FREQUENCY,UNIQUE_DESTINATIONS,UNIQUE_PORTS,DNS_DOMAIN,DNS_FREQUENCY,DOMAIN_NOVELTY,USER_ID,AUTHENTICATION_TYPE,AUTHENTICATION_RESULT,FAILED_LOGIN_COUNT,PROCESS_NAME,FILE_ACTIVITY,ASSET_TYPE,ASSET_CRITICALITY,ASSET_ZONE,ASSET_OWNER,VULNERABILITY_SCORE,INTERNET_EXPOSURE,PREVIOUS_ATTACK_STAGE,CURRENT_ATTACK_STAGE,NEXT_ATTACK_STAGE,ATTACK_TYPE,MITRE_TECHNIQUE,LABEL,BYTES_PER_SEC,PACKETS_PER_SEC,AUTH_FAILURE_RATE,TRAFFIC_BURST_SCORE,TARGET_NOVELTY_SCORE,CRITICALITY_SCORE,BLAST_RADIUS_PROXY
N-08-00010,2026-01-09T02:36:27,Government Healthcare,DEPT-08,S08-CTRL01,S08-APP01,10.2.82.95,10.3.83.150,22,53,UDP,25720,15466,143,448,79.92,3,4,1,auth.local,5,No,USR-071,SSO,Success,2,nginx,16,Critical,OT,OWNER-08,8.9,No,None,Normal,Normal,Normal,Normal,None,Normal,515.3403403403403,7.394894894894895,0.6666666666666666,0.591,5,2.0,9.0
N-08-00011,2026-01-16T07:58:50,Government Healthcare,DEPT-08,S08-VPN01,S08-AUTH01,10.2.82.119,10.3.83.224,443,443,TCP,41345,25057,196,99,104.92,2,2,3,internal.gov.local,5,Yes,USR-069,SSO,Success,0,powershell,2,High,DMZ,OWNER-08,2.9,Yes,None,Normal,Normal,Normal,Normal,None,Normal,632.8821959588257,2.8116660312619137,0.0,0.295,10,2.0,9.0
N-08-00012,2026-01-09T21:53:08,Government Healthcare,DEPT-08,S08-APP01,S08-AUTH01,10.2.82.134,10.3.83.136,53,80,TCP,40636,41400,496,114,119.55,1,1,2,internal.gov.local,3,No,USR-013,Certificate,Success,1,svchost,14,High,DMZ,OWNER-08,8.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,686.2066081137599,5.1024675867837725,0.5,0.61,3,2.0,7.0
N-08-00013,2026-01-16T19:26:26,Government Healthcare,DEPT-08,S08-APP01,S08-WS01,10.2.82.158,10.3.83.113,8080,22,TCP,12341,27154,43,181,6.95,1,4,3,monitor.local,4,No,USR-065,SSO,Success,2,powershell,4,High,DMZ,OWNER-08,8.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,5682.73381294964,32.23021582733813,0.6666666666666666,0.224,7,2.0,11.0
N-08-00014,2026-01-19T18:38:50,Government Healthcare,DEPT-08,S08-APP01,S08-WS01,10.2.82.8,10.3.83.155,53,443,TCP,43410,11647,445,402,26.76,8,4,1,monitor.local,2,No,USR-028,SSO,Success,1,nginx,17,High,DMZ,OWNER-08,8.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,2057.436472346786,31.651718983557547,0.5,0.847,5,2.0,9.0
N-08-00015,2026-01-19T12:04:45,Government Healthcare,DEPT-08,S08-AUTH01,S08-BKP01,10.2.82.91,10.3.83.55,22,53,TCP,12725,15692,28,239,14.35,3,2,2,monitor.local,2,No,USR-067,SSO,Success,2,powershell,14,Critical,Internal,OWNER-08,8.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1980.2787456445994,18.606271777003485,0.6666666666666666,0.267,4,2.0,8.0
N-08-00016,2026-01-09T00:21:57,Government Healthcare,DEPT-08,S08-MON01,S08-AUTH01,10.2.82.146,10.3.83.221,443,5432,TCP,8554,7455,41,463,1.27,1,5,2,service.local,4,Yes,USR-003,Password,Success,0,powershell,0,High,Internal,OWNER-08,4.5,No,None,Normal,Normal,Normal,Normal,None,Normal,12605.511811023622,396.8503937007874,0.0,0.504,12,2.0,11.0
N-08-00017,2026-01-10T19:59:37,Government Healthcare,DEPT-08,S08-WS01,S08-APP01,10.2.82.32,10.3.83.13,8080,5432,TCP,28815,67331,350,170,106.03,3,1,1,auth.local,3,No,USR-003,Certificate,Success,1,java,3,Medium,Internal,OWNER-08,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,906.7810996887673,4.904272375742714,0.5,0.52,2,2.0,6.0
N-08-00018,2026-01-02T11:04:02,Government Healthcare,DEPT-08,S08-VPN01,S08-CTRL01,10.2.82.176,10.3.83.59,22,22,UDP,15805,59426,463,255,17.94,3,3,2,monitor.local,4,No,USR-039,Certificate,Success,2,python,4,High,DMZ,OWNER-08,2.9,Yes,None,Normal,Normal,Normal,Normal,None,Normal,4193.478260869565,40.02229654403567,0.6666666666666666,0.718,5,2.0,9.0
N-08-00019,2026-01-20T15:58:07,Government Healthcare,DEPT-08,S08-BKP01,S08-MON01,10.2.82.61,10.3.83.237,8080,53,UDP,14659,25136,185,444,22.59,6,2,3,auth.local,5,No,USR-026,SSO,Success,0,powershell,0,Critical,Internal,OWNER-08,9.2,No,None,Normal,Normal,Normal,Normal,None,Normal,1761.6201859229748,27.844178840194775,0.0,0.629,5,2.0,9.0
N-08-00020,2026-01-07T22:50:24,Government Healthcare,DEPT-08,S08-WS01,S08-APP01,10.2.82.244,10.3.83.166,53,22,TCP,29648,11402,95,556,48.61,8,2,3,service.local,3,No,USR-037,Password,Success,0,python,7,Medium,Internal,OWNER-08,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,844.4764451758897,13.392306109853939,0.0,0.651,5,2.0,9.0
N-08-00021,2026-01-06T05:00:40,Government Healthcare,DEPT-08,S08-MGMT01,S08-VPN01,10.2.82.5,10.3.83.151,443,53,TCP,47826,45724,259,37,25.66,6,3,1,monitor.local,5,Yes,USR-013,Password,Success,2,nginx,5,Critical,Internal,OWNER-08,6.2,No,None,Normal,Normal,Normal,Normal,None,Normal,3645.752143413874,11.535463756819953,0.6666666666666666,0.296,9,2.0,8.0
N-08-00022,2026-01-03T20:06:27,Government Healthcare,DEPT-08,S08-GW01,S08-AUTH01,10.2.82.168,10.3.83.10,8080,22,UDP,38735,55708,101,570,92.44,8,2,4,service.local,4,No,USR-045,Password,Success,0,java,4,High,DMZ,OWNER-08,6.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1021.668109043704,7.258762440501948,0.0,0.671,6,2.0,10.0
N-08-00023,2026-01-08T01:21:59,Government Healthcare,DEPT-08,S08-BKP01,S08-DB01,10.2.82.93,10.3.83.161,53,5432,TCP,21797,10716,132,272,86.53,5,5,3,service.local,4,No,USR-041,Certificate,Success,1,nginx,19,Critical,Internal,OWNER-08,9.2,No,None,Normal,Normal,Normal,Normal,None,Normal,375.7425170461112,4.6689009592049,0.5,0.404,8,2.0,12.0
N-08-00024,2026-01-12T13:20:48,Government Healthcare,DEPT-08,S08-WS01,S08-AUTH01,10.2.82.173,10.3.83.114,53,22,UDP,4794,44226,307,96,103.49,4,2,1,auth.local,5,No,USR-030,Certificate,Success,2,svchost,4,Medium,Internal,OWNER-08,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,473.66895352207945,3.894096047927336,0.6666666666666666,0.403,3,2.0,7.0
N-08-00025,2026-01-20T00:25:06,Government Healthcare,DEPT-08,S08-APP01,S08-BKP01,10.2.82.141,10.3.83.17,8080,5432,UDP,17336,45276,381,3,35.64,2,1,3,service.local,1,No,USR-076,Certificate,Success,1,svchost,20,High,DMZ,OWNER-08,8.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1756.79012345679,10.774410774410775,0.5,0.384,4,2.0,8.0
N-08-00026,2026-01-19T08:43:43,Government Healthcare,DEPT-08,S08-MON01,S08-CTRL01,10.2.82.207,10.3.83.2,8080,443,UDP,43234,19483,395,32,17.54,4,1,2,auth.local,1,No,USR-034,Certificate,Success,1,nginx,0,High,Internal,OWNER-08,4.5,No,None,Normal,Normal,Normal,Normal,None,Normal,3575.655644241733,24.34435575826682,0.5,0.427,3,2.0,7.0
N-08-00027,2026-01-06T02:57:44,Government Healthcare,DEPT-08,S08-CTRL01,S08-APP01,10.2.82.180,10.3.83.236,443,5432,TCP,23109,39331,97,100,92.9,3,1,2,service.local,4,No,USR-030,SSO,Success,2,python,3,Critical,OT,OWNER-08,8.9,No,None,Normal,Normal,Normal,Normal,None,Normal,672.1205597416576,2.1205597416576962,0.6666666666666666,0.197,3,2.0,7.0
N-08-00028,2026-01-13T06:26:53,Government Healthcare,DEPT-08,S08-MON01,S08-WS01,10.2.82.83,10.3.83.106,80,80,UDP,4453,27881,171,70,80.88,2,2,1,internal.gov.local,1,No,USR-025,SSO,Success,0,svchost,19,High,Internal,OWNER-08,4.5,No,None,Normal,Normal,Normal,Normal,None,Normal,399.77744807121667,2.9797230464886253,0.0,0.241,3,2.0,7.0
N-08-00029,2026-01-12T03:34:23,Government Healthcare,DEPT-08,S08-MON01,S08-WS01,10.2.82.192,10.3.83.228,53,443,UDP,24886,10138,277,173,80.95,5,1,1,internal.gov.local,2,No,USR-035,Password,Success,0,powershell,0,High,Internal,OWNER-08,4.5,No,None,Normal,Normal,Normal,Normal,None,Normal,432.66213712168,5.558987029030265,0.0,0.45,2,2.0,6.0
N-08-00030,2026-01-04T04:48:50,Government Healthcare,DEPT-08,S08-AUTH01,S08-WS01,10.2.82.170,10.3.83.226,53,53,TCP,23608,46801,173,120,17.57,7,2,4,monitor.local,3,No,USR-058,SSO,Success,0,svchost,18,Critical,Internal,OWNER-08,8.6,No,None,Normal,Normal,Normal,Normal,None,Normal,4007.342060330108,16.67615253272624,0.0,0.293,6,2.0,10.0
N-08-00031,2026-01-09T04:42:29,Government Healthcare,DEPT-08,S08-WS01,S08-DB01,10.2.82.148,10.3.83.87,80,53,TCP,16815,59400,309,271,69.8,6,5,1,internal.gov.local,5,No,USR-037,SSO,Success,1,svchost,12,Medium,Internal,OWNER-08,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,1091.9054441260746,8.30945558739255,0.5,0.58,6,2.0,10.0
N-08-00032,2026-01-03T10:29:34,Government Healthcare,DEPT-08,S08-MGMT01,S08-GW01,10.2.82.223,10.3.83.7,8080,22,UDP,14345,61382,31,590,65.89,4,3,3,internal.gov.local,2,No,USR-007,Certificate,Success,2,nginx,19,Critical,Internal,OWNER-08,6.2,No,None,Normal,Normal,Normal,Normal,None,Normal,1149.2942783426925,9.424798907269691,0.6666666666666666,0.621,6,2.0,10.0
N-08-00033,2026-01-07T15:38:19,Government Healthcare,DEPT-08,S08-WS01,S08-MGMT01,10.2.82.215,10.3.83.122,80,80,TCP,40273,49381,377,264,67.27,4,1,1,service.local,5,No,USR-042,Certificate,Success,0,java,4,Medium,Internal,OWNER-08,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,1332.7486249442545,9.528764679649175,0.0,0.641,2,2.0,6.0
N-08-00034,2026-01-05T20:15:51,Government Healthcare,DEPT-08,S08-MON01,S08-MGMT01,10.2.82.248,10.3.83.234,22,443,TCP,2000,22472,35,308,4.25,7,3,3,auth.local,4,No,USR-043,SSO,Success,0,nginx,7,High,Internal,OWNER-08,4.5,No,None,Normal,Normal,Normal,Normal,None,Normal,5758.117647058823,80.70588235294117,0.0,0.343,6,2.0,10.0
N-08-00035,2026-01-19T23:55:58,Government Healthcare,DEPT-08,S08-VPN01,S08-GW01,10.2.82.119,10.3.83.172,80,53,TCP,11053,37578,244,182,60.05,5,5,3,auth.local,4,Yes,USR-050,SSO,Success,1,python,14,High,DMZ,OWNER-08,2.9,Yes,None,Normal,Normal,Normal,Normal,None,Normal,809.841798501249,7.094088259783514,0.5,0.426,13,2.0,12.0
N-08-00036,2026-01-04T16:43:48,Government Healthcare,DEPT-08,S08-DB01,S08-AUTH01,10.2.82.66,10.3.83.74,53,5432,UDP,17635,57067,498,581,116.96,8,2,1,service.local,1,No,USR-014,Password,Success,2,nginx,13,Critical,Internal,OWNER-08,6.7,No,None,Normal,Normal,Normal,Normal,None,Normal,638.6969904240766,9.225376196990425,0.6666666666666666,1.079,3,2.0,7.0
N-08-00037,2026-01-07T21:45:08,Government Healthcare,DEPT-08,S08-WS01,S08-DB01,10.2.82.128,10.3.83.34,80,80,UDP,41198,43555,373,430,114.9,5,4,1,auth.local,1,No,USR-065,SSO,Success,1,java,14,Medium,Internal,OWNER-08,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,737.6240208877284,6.988685813751087,0.5,0.803,5,2.0,9.0
N-08-00038,2026-01-09T08:54:15,Government Healthcare,DEPT-08,S08-BKP01,S08-MGMT01,10.2.82.160,10.3.83.46,53,22,TCP,41615,64616,185,73,99.03,5,4,2,internal.gov.local,2,Yes,USR-026,Certificate,Success,0,java,17,Critical,Internal,OWNER-08,9.2,No,None,Normal,Normal,Normal,Normal,None,Normal,1072.7153387862263,2.605271129960618,0.0,0.258,11,2.0,10.0
N-08-00039,2026-01-01T11:31:14,Government Healthcare,DEPT-08,S08-VPN01,S08-GW01,10.2.82.60,10.3.83.196,80,53,UDP,47781,17736,51,572,2.44,1,5,1,auth.local,2,No,USR-011,SSO,Success,2,powershell,4,High,DMZ,OWNER-08,2.9,Yes,None,Normal,Normal,Normal,Normal,None,Normal,26851.22950819672,255.32786885245903,0.6666666666666666,0.623,6,2.0,10.0
N-08-00040,2026-01-11T17:16:35,Government Healthcare,DEPT-08,S08-AUTH01,S08-VPN01,10.2.82.149,10.3.83.220,8080,5432,TCP,2629,66920,179,45,69.49,4,2,2,service.local,5,No,USR-008,SSO,Success,2,python,10,Critical,Internal,OWNER-08,8.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1000.8490430277739,3.2234853935818104,0.6666666666666666,0.224,4,2.0,8.0
N-08-00041,2026-01-17T22:34:06,Government Healthcare,DEPT-08,S08-MGMT01,S08-DB01,10.2.82.116,10.3.83.20,22,5432,UDP,26024,50814,301,23,22.94,5,1,1,service.local,2,Yes,USR-032,SSO,Success,0,java,18,Critical,Internal,OWNER-08,6.2,No,None,Normal,Normal,Normal,Normal,None,Normal,3349.5204882301655,14.123801220575414,0.0,0.324,7,2.0,6.0
N-08-00042,2026-01-18T00:27:28,Government Healthcare,DEPT-08,S08-BKP01,S08-MON01,10.2.82.224,10.3.83.51,8080,22,UDP,26725,17420,60,252,59.47,8,2,4,auth.local,1,No,USR-024,SSO,Success,0,nginx,2,Critical,Internal,OWNER-08,9.2,No,None,Normal,Normal,Normal,Normal,None,Normal,742.3070455691945,5.246342693795191,0.0,0.312,6,2.0,10.0
N-08-00043,2026-01-12T06:40:35,Government Healthcare,DEPT-08,S08-DB01,S08-AUTH01,10.2.82.178,10.3.83.82,22,80,TCP,9153,32110,219,182,58.89,6,4,2,monitor.local,2,No,USR-048,Certificate,Success,2,svchost,19,Critical,Internal,OWNER-08,6.7,No,None,Normal,Normal,Normal,Normal,None,Normal,700.679232467312,6.809305484802174,0.6666666666666666,0.401,6,2.0,10.0
N-08-00044,2026-01-09T12:44:58,Government Healthcare,DEPT-08,S08-AUTH01,S08-CTRL01,10.2.82.59,10.3.83.33,443,443,TCP,5995,65428,238,535,105.35,6,3,1,internal.gov.local,3,No,USR-044,Password,Success,2,svchost,3,Critical,Internal,OWNER-08,8.6,No,None,Normal,Normal,Normal,Normal,None,Normal,677.9591836734694,7.337446606549597,0.6666666666666666,0.773,4,2.0,8.0
N-08-00045,2026-01-15T02:28:14,Government Healthcare,DEPT-08,S08-GW01,S08-APP01,10.2.82.23,10.3.83.214,53,5432,UDP,10954,59443,284,583,16.44,5,5,1,auth.local,4,No,USR-038,SSO,Success,2,python,16,High,DMZ,OWNER-08,6.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,4282.0559610705595,52.73722627737226,0.6666666666666666,0.867,6,2.0,10.0
N-08-00046,2026-01-01T12:06:11,Government Healthcare,DEPT-08,S08-GW01,S08-CTRL01,10.2.82.153,10.3.83.64,80,443,UDP,5291,64287,217,175,113.32,3,4,2,internal.gov.local,3,No,USR-065,Certificate,Success,0,java,12,High,DMZ,OWNER-08,6.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,613.9957642075539,3.4592304977056125,0.0,0.392,6,2.0,10.0
N-08-00047,2026-01-08T10:42:50,Government Healthcare,DEPT-08,S08-MGMT01,S08-WS01,10.2.82.248,10.3.83.187,8080,5432,TCP,9828,32638,413,387,79.51,6,2,3,monitor.local,5,Yes,USR-049,SSO,Success,1,nginx,5,Critical,Internal,OWNER-08,6.2,No,None,Normal,Normal,Normal,Normal,None,Normal,534.0963400830084,10.061627468242987,0.5,0.8,10,2.0,9.0
N-08-00048,2026-01-03T11:01:36,Government Healthcare,DEPT-08,S08-MON01,S08-DB01,10.2.82.159,10.3.83.30,53,22,UDP,19367,63480,79,300,102.05,5,2,1,service.local,3,No,USR-021,Password,Success,2,java,3,High,Internal,OWNER-08,4.5,No,None,Normal,Normal,Normal,Normal,None,Normal,811.827535521803,3.7138657520823126,0.6666666666666666,0.379,3,2.0,7.0
N-08-00049,2026-01-07T07:02:10,Government Healthcare,DEPT-08,S08-APP01,S08-VPN01,10.2.82.231,10.3.83.189,80,53,TCP,46110,38189,392,13,4.69,4,1,2,monitor.local,3,Yes,USR-004,Certificate,Success,2,java,20,High,DMZ,OWNER-08,8.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,17974.20042643923,86.35394456289978,0.6666666666666666,0.405,8,2.0,7.0
N-08-00050,2026-01-10T07:36:09,Government Healthcare,DEPT-08,S08-WS01,S08-GW01,10.2.82.208,10.3.83.31,53,443,TCP,37483,13560,43,267,8.18,3,2,1,monitor.local,5,Yes,USR-076,Password,Success,2,java,6,Medium,Internal,OWNER-08,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,6239.97555012225,37.89731051344744,0.6666666666666666,0.31,8,2.0,7.0
N-08-00051,2026-01-14T14:18:03,Government Healthcare,DEPT-08,S08-WS01,S08-CTRL01,10.2.82.225,10.3.83.129,443,5432,TCP,39824,16475,439,445,82.69,6,1,2,service.local,2,No,USR-027,Certificate,Success,1,powershell,14,Medium,Internal,OWNER-08,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,680.8441165799976,10.690530898536704,0.5,0.884,3,2.0,7.0
N-08-00052,2026-01-12T07:15:35,Government Healthcare,DEPT-08,S08-AUTH01,S08-MGMT01,10.2.82.177,10.3.83.163,80,5432,UDP,34689,64871,476,244,65.36,4,2,4,auth.local,4,Yes,USR-061,SSO,Success,1,python,8,Critical,Internal,OWNER-08,8.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1523.2558139534883,11.015911872705018,0.5,0.72,11,2.0,10.0
N-08-00053,2026-01-02T09:17:10,Government Healthcare,DEPT-08,S08-DB01,S08-CTRL01,10.2.82.146,10.3.83.74,8080,80,TCP,4109,30192,248,317,75.64,6,4,4,internal.gov.local,5,No,USR-054,Password,Success,2,svchost,15,Critical,Internal,OWNER-08,6.7,No,None,Normal,Normal,Normal,Normal,None,Normal,453.4769962982549,7.469592808038075,0.6666666666666666,0.565,8,2.0,12.0
N-08-00054,2026-01-20T23:56:36,Government Healthcare,DEPT-08,S08-GW01,S08-APP01,10.2.82.28,10.3.83.2,8080,80,TCP,12261,13021,20,512,64.4,6,1,4,monitor.local,2,No,USR-078,SSO,Success,1,svchost,6,High,DMZ,OWNER-08,6.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,392.57763975155274,8.26086956521739,0.5,0.532,5,2.0,9.0
N-08-00055,2026-01-16T08:14:03,Government Healthcare,DEPT-08,S08-VPN01,S08-AUTH01,10.2.82.49,10.3.83.123,53,80,TCP,19804,29473,210,354,3.75,6,2,1,internal.gov.local,1,No,USR-011,Certificate,Success,0,java,19,High,DMZ,OWNER-08,2.9,Yes,None,Normal,Normal,Normal,Normal,None,Normal,13140.533333333333,150.4,0.0,0.564,3,2.0,7.0
N-08-00056,2026-01-05T23:58:09,Government Healthcare,DEPT-08,S08-GW01,S08-WS01,10.2.82.225,10.3.83.75,443,22,TCP,31175,58390,106,325,109.0,6,3,2,monitor.local,1,No,USR-059,Password,Success,0,nginx,7,High,DMZ,OWNER-08,6.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,821.697247706422,3.9541284403669725,0.0,0.431,5,2.0,9.0
N-08-00057,2026-01-02T11:16:51,Government Healthcare,DEPT-08,S08-MON01,S08-GW01,10.2.82.57,10.3.83.236,22,80,TCP,13758,17462,212,252,117.04,8,3,3,service.local,4,No,USR-012,SSO,Success,1,java,7,High,Internal,OWNER-08,4.5,No,None,Normal,Normal,Normal,Normal,None,Normal,266.74641148325355,3.9644565960355433,0.5,0.464,6,2.0,10.0
N-08-00058,2026-01-02T04:28:53,Government Healthcare,DEPT-08,S08-WS01,S08-AUTH01,10.2.82.19,10.3.83.245,443,443,TCP,27142,69815,338,43,33.67,2,3,3,monitor.local,2,Yes,USR-077,Password,Success,0,java,20,Medium,Internal,OWNER-08,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,2879.6257796257796,11.315711315711315,0.0,0.381,11,2.0,10.0
N-08-00059,2026-01-05T15:26:52,Government Healthcare,DEPT-08,S08-VPN01,S08-MGMT01,10.2.82.81,10.3.83.4,22,443,TCP,8180,11093,463,173,56.2,3,3,4,internal.gov.local,4,Yes,USR-072,SSO,Success,1,java,11,High,DMZ,OWNER-08,2.9,Yes,None,Normal,Normal,Normal,Normal,None,Normal,342.9359430604982,11.316725978647685,0.5,0.636,12,2.0,11.0
N-08-00060,2026-01-08T17:52:15,Government Healthcare,DEPT-08,S08-MON01,S08-WS01,10.2.82.198,10.3.83.205,443,22,UDP,9404,47977,210,100,108.51,3,3,2,monitor.local,1,No,USR-060,SSO,Success,2,java,6,High,Internal,OWNER-08,4.5,No,None,Normal,Normal,Normal,Normal,None,Normal,528.808404755322,2.8568795502718642,0.6666666666666666,0.31,5,2.0,9.0
N-08-00061,2026-01-03T17:08:19,Government Healthcare,DEPT-08,S08-MON01,S08-DB01,10.2.82.163,10.3.83.8,8080,443,UDP,685,68600,261,305,32.58,5,2,1,service.local,5,No,USR-073,Password,Success,2,python,18,High,Internal,OWNER-08,4.5,No,None,Normal,Normal,Normal,Normal,None,Normal,2126.611418047882,17.372621240024557,0.6666666666666666,0.566,3,2.0,7.0
