EVENT_ID,TIMESTAMP,SECTOR,DEPARTMENT,SOURCE_ASSET,DESTINATION_ASSET,SOURCE_IP,DESTINATION_IP,SOURCE_PORT,DESTINATION_PORT,PROTOCOL,BYTES_SENT,BYTES_RECEIVED,PACKETS_SENT,PACKETS_RECEIVED,FLOW_DURATION_SEC,CONNECTION_FREQUENCY,UNIQUE_DESTINATIONS,UNIQUE_PORTS,DNS_DOMAIN,DNS_FREQUENCY,DOMAIN_NOVELTY,USER_ID,AUTHENTICATION_TYPE,AUTHENTICATION_RESULT,FAILED_LOGIN_COUNT,PROCESS_NAME,FILE_ACTIVITY,ASSET_TYPE,ASSET_CRITICALITY,ASSET_ZONE,ASSET_OWNER,VULNERABILITY_SCORE,INTERNET_EXPOSURE,PREVIOUS_ATTACK_STAGE,CURRENT_ATTACK_STAGE,NEXT_ATTACK_STAGE,ATTACK_TYPE,MITRE_TECHNIQUE,LABEL,BYTES_PER_SEC,PACKETS_PER_SEC,AUTH_FAILURE_RATE,TRAFFIC_BURST_SCORE,TARGET_NOVELTY_SCORE,CRITICALITY_SCORE,BLAST_RADIUS_PROXY
N-01-00010,2026-01-17T16:27:11,Government Data Centres,DEPT-01,S01-MON01,S01-WS01,10.2.12.5,10.3.13.190,22,22,TCP,11701,53348,425,439,61.88,2,4,1,service.local,2,Yes,USR-042,Password,Success,0,powershell,12,High,Internal,OWNER-01,3.8,No,None,Normal,Normal,Normal,Normal,None,Normal,1051.2120232708467,13.96250808015514,0.0,0.864,10,2.0,9.0
N-01-00011,2026-01-18T11:39:17,Government Data Centres,DEPT-01,S01-DB01,S01-VPN01,10.2.12.246,10.3.13.86,22,5432,TCP,17341,47327,356,243,7.55,2,4,3,service.local,4,No,USR-016,Certificate,Success,1,powershell,19,Critical,Internal,OWNER-01,2.8,No,None,Normal,Normal,Normal,Normal,None,Normal,8565.298013245034,79.33774834437087,0.5,0.599,7,2.0,11.0
N-01-00012,2026-01-04T08:56:30,Government Data Centres,DEPT-01,S01-DB01,S01-WS01,10.2.12.41,10.3.13.118,8080,22,UDP,46202,61912,389,552,96.26,4,2,1,monitor.local,5,No,USR-010,Certificate,Success,0,nginx,17,Critical,Internal,OWNER-01,2.8,No,None,Normal,Normal,Normal,Normal,None,Normal,1123.1456472054851,9.77560772906711,0.0,0.941,3,2.0,7.0
N-01-00013,2026-01-14T08:46:34,Government Data Centres,DEPT-01,S01-VPN01,S01-DB01,10.2.12.40,10.3.13.44,22,5432,UDP,7817,27122,369,599,58.71,8,1,4,service.local,5,Yes,USR-059,Certificate,Success,0,python,14,High,DMZ,OWNER-01,2.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,595.1115653210696,16.487821495486287,0.0,0.968,10,2.0,9.0
N-01-00014,2026-01-10T08:14:16,Government Data Centres,DEPT-01,S01-WS01,S01-GW01,10.2.12.211,10.3.13.2,80,5432,TCP,3168,55734,178,67,64.99,1,1,4,internal.gov.local,3,Yes,USR-024,Password,Success,2,svchost,11,Medium,Internal,OWNER-01,9.0,No,None,Normal,Normal,Normal,Normal,None,Normal,906.3240498538237,3.769810740113864,0.6666666666666666,0.245,10,2.0,9.0
N-01-00015,2026-01-21T02:55:58,Government Data Centres,DEPT-01,S01-BKP01,S01-VPN01,10.2.12.234,10.3.13.98,53,443,TCP,43030,45782,62,184,119.14,7,5,2,service.local,1,No,USR-039,SSO,Success,2,python,13,Critical,Internal,OWNER-01,2.2,No,None,Normal,Normal,Normal,Normal,None,Normal,745.4423367466845,2.06479771697163,0.6666666666666666,0.246,7,2.0,11.0
N-01-00016,2026-01-20T01:39:14,Government Data Centres,DEPT-01,S01-VPN01,S01-BKP01,10.2.12.65,10.3.13.119,22,80,UDP,12552,14990,18,431,73.83,1,2,2,internal.gov.local,1,No,USR-058,Certificate,Success,2,nginx,7,High,DMZ,OWNER-01,2.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,373.04618718678046,6.081538669917378,0.6666666666666666,0.449,4,2.0,8.0
N-01-00017,2026-01-11T07:43:14,Government Data Centres,DEPT-01,S01-GW01,S01-MON01,10.2.12.140,10.3.13.57,443,80,UDP,15546,41999,297,330,28.5,3,5,2,monitor.local,3,No,USR-008,Certificate,Success,2,java,20,High,DMZ,OWNER-01,7.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,2019.122807017544,22.0,0.6666666666666666,0.627,7,2.0,11.0
N-01-00018,2026-01-12T14:40:03,Government Data Centres,DEPT-01,S01-BKP01,S01-CTRL01,10.2.12.250,10.3.13.90,53,5432,UDP,45833,54768,211,154,36.06,3,5,4,service.local,2,No,USR-019,SSO,Success,0,python,13,Critical,Internal,OWNER-01,2.2,No,None,Normal,Normal,Normal,Normal,None,Normal,2789.8225180255126,10.12201885745979,0.0,0.365,9,2.0,13.0
N-01-00019,2026-01-13T09:26:08,Government Data Centres,DEPT-01,S01-BKP01,S01-CTRL01,10.2.12.101,10.3.13.64,22,80,UDP,42582,10563,474,462,101.67,2,5,2,internal.gov.local,3,Yes,USR-078,Certificate,Success,0,nginx,6,Critical,Internal,OWNER-01,2.2,No,None,Normal,Normal,Normal,Normal,None,Normal,522.720566538802,9.206255532605487,0.0,0.936,12,2.0,11.0
N-01-00020,2026-01-06T06:31:30,Government Data Centres,DEPT-01,S01-CTRL01,S01-VPN01,10.2.12.55,10.3.13.224,22,22,TCP,14081,25106,494,122,89.65,8,2,2,monitor.local,2,No,USR-037,SSO,Success,1,python,20,Critical,OT,OWNER-01,7.6,No,None,Normal,Normal,Normal,Normal,None,Normal,437.1109871723368,6.8711656441717786,0.5,0.616,4,2.0,8.0
N-01-00021,2026-01-07T06:50:23,Government Data Centres,DEPT-01,S01-MGMT01,S01-WS01,10.2.12.133,10.3.13.227,53,53,TCP,47544,61737,391,329,109.73,6,3,4,internal.gov.local,5,No,USR-019,Password,Success,1,python,18,Critical,Internal,OWNER-01,6.6,No,None,Normal,Normal,Normal,Normal,None,Normal,995.9081381572952,6.561560193201494,0.5,0.72,7,2.0,11.0
N-01-00022,2026-01-08T01:12:09,Government Data Centres,DEPT-01,S01-CTRL01,S01-BKP01,10.2.12.52,10.3.13.86,80,53,TCP,32922,44445,133,502,115.98,8,4,2,auth.local,2,No,USR-070,SSO,Success,0,python,20,Critical,OT,OWNER-01,7.6,No,None,Normal,Normal,Normal,Normal,None,Normal,667.0719089498189,5.475081910674254,0.0,0.635,6,2.0,10.0
N-01-00023,2026-01-02T02:28:53,Government Data Centres,DEPT-01,S01-GW01,S01-CTRL01,10.2.12.218,10.3.13.21,443,443,UDP,9210,30534,36,156,1.2,8,3,1,monitor.local,4,No,USR-001,Certificate,Success,2,svchost,0,High,DMZ,OWNER-01,7.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,33120.0,160.0,0.6666666666666666,0.192,4,2.0,8.0
N-01-00024,2026-01-17T18:24:17,Government Data Centres,DEPT-01,S01-GW01,S01-CTRL01,10.2.12.139,10.3.13.75,443,5432,UDP,11948,14226,472,100,62.97,4,2,3,auth.local,3,Yes,USR-011,SSO,Success,1,svchost,18,High,DMZ,OWNER-01,7.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,415.6582499602986,9.083690646339527,0.5,0.572,10,2.0,9.0
N-01-00025,2026-01-08T03:49:43,Government Data Centres,DEPT-01,S01-DB01,S01-WS01,10.2.12.213,10.3.13.219,443,443,TCP,26760,49910,195,567,57.17,1,2,1,monitor.local,4,No,USR-073,Password,Success,2,nginx,7,Critical,Internal,OWNER-01,2.8,No,None,Normal,Normal,Normal,Normal,None,Normal,1341.087983207976,13.328668882280915,0.6666666666666666,0.762,3,2.0,7.0
N-01-00026,2026-01-07T12:03:02,Government Data Centres,DEPT-01,S01-DB01,S01-VPN01,10.2.12.238,10.3.13.21,22,5432,TCP,11954,41420,10,214,70.49,7,1,3,service.local,5,No,USR-073,SSO,Success,2,python,10,Critical,Internal,OWNER-01,2.8,No,None,Normal,Normal,Normal,Normal,None,Normal,757.1854163711165,3.1777557100297917,0.6666666666666666,0.224,4,2.0,8.0
N-01-00027,2026-01-19T07:43:44,Government Data Centres,DEPT-01,S01-BKP01,S01-AUTH01,10.2.12.187,10.3.13.22,8080,22,TCP,6601,57490,120,79,40.94,7,3,1,auth.local,4,Yes,USR-030,SSO,Success,2,svchost,13,Critical,Internal,OWNER-01,2.2,No,None,Normal,Normal,Normal,Normal,None,Normal,1565.486077186126,4.860771861260381,0.6666666666666666,0.199,9,2.0,8.0
N-01-00028,2026-01-03T06:48:49,Government Data Centres,DEPT-01,S01-AUTH01,S01-MON01,10.2.12.160,10.3.13.77,80,443,TCP,17761,20414,196,159,88.78,6,3,1,internal.gov.local,1,No,USR-057,SSO,Success,1,nginx,4,Critical,Internal,OWNER-01,3.7,No,None,Normal,Normal,Normal,Normal,None,Normal,429.9954944807389,3.9986483442216714,0.5,0.355,4,2.0,8.0
N-01-00029,2026-01-11T03:22:28,Government Data Centres,DEPT-01,S01-APP01,S01-DB01,10.2.12.144,10.3.13.144,8080,53,TCP,1921,11946,183,569,11.26,6,4,1,auth.local,4,Yes,USR-011,Certificate,Success,2,java,18,High,DMZ,OWNER-01,7.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1231.5275310834813,66.78507992895204,0.6666666666666666,0.752,10,2.0,9.0
N-01-00030,2026-01-16T22:16:24,Government Data Centres,DEPT-01,S01-VPN01,S01-AUTH01,10.2.12.45,10.3.13.37,22,22,UDP,32517,19327,34,173,52.22,7,3,4,internal.gov.local,3,No,USR-032,Certificate,Success,2,svchost,19,High,DMZ,OWNER-01,2.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,992.7996936039832,3.963998468019916,0.6666666666666666,0.207,7,2.0,11.0
N-01-00031,2026-01-11T18:03:06,Government Data Centres,DEPT-01,S01-CTRL01,S01-DB01,10.2.12.36,10.3.13.79,443,53,UDP,40844,49992,413,339,52.88,7,5,2,auth.local,3,No,USR-062,SSO,Success,0,svchost,10,Critical,OT,OWNER-01,7.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1717.7760968229954,14.220877458396368,0.0,0.752,7,2.0,11.0
N-01-00032,2026-01-14T10:30:50,Government Data Centres,DEPT-01,S01-WS01,S01-VPN01,10.2.12.64,10.3.13.85,53,22,UDP,24121,15127,479,579,24.06,3,5,1,monitor.local,2,Yes,USR-038,Certificate,Success,0,svchost,15,Medium,Internal,OWNER-01,9.0,No,None,Normal,Normal,Normal,Normal,None,Normal,1631.255195344971,43.973399833748964,0.0,1.058,11,2.0,10.0
N-01-00033,2026-01-06T20:10:16,Government Data Centres,DEPT-01,S01-AUTH01,S01-MGMT01,10.2.12.170,10.3.13.41,53,53,TCP,29630,63014,300,412,64.17,7,5,1,auth.local,5,No,USR-014,Password,Success,2,powershell,5,Critical,Internal,OWNER-01,3.7,No,None,Normal,Normal,Normal,Normal,None,Normal,1443.7275985663082,11.095527505064672,0.6666666666666666,0.712,6,2.0,10.0
N-01-00034,2026-01-14T03:35:41,Government Data Centres,DEPT-01,S01-CTRL01,S01-GW01,10.2.12.175,10.3.13.167,53,22,UDP,7143,1582,52,266,26.72,4,4,3,monitor.local,4,No,USR-045,Password,Success,1,nginx,9,Critical,OT,OWNER-01,7.6,No,None,Normal,Normal,Normal,Normal,None,Normal,326.53443113772454,11.90119760479042,0.5,0.318,7,2.0,11.0
N-01-00035,2026-01-03T23:23:53,Government Data Centres,DEPT-01,S01-BKP01,S01-APP01,10.2.12.242,10.3.13.188,80,22,UDP,22683,59881,403,213,62.58,6,4,1,monitor.local,4,No,USR-009,SSO,Success,0,nginx,0,Critical,Internal,OWNER-01,2.2,No,None,Normal,Normal,Normal,Normal,None,Normal,1319.335250878875,9.843400447427292,0.0,0.616,5,2.0,9.0
N-01-00036,2026-01-16T17:48:51,Government Data Centres,DEPT-01,S01-MGMT01,S01-APP01,10.2.12.44,10.3.13.240,80,5432,TCP,36369,21189,171,575,51.22,8,2,4,service.local,2,Yes,USR-051,Password,Success,2,python,6,Critical,Internal,OWNER-01,6.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1123.7407262787974,14.564623194064819,0.6666666666666666,0.746,11,2.0,10.0
N-01-00037,2026-01-10T04:21:00,Government Data Centres,DEPT-01,S01-MON01,S01-BKP01,10.2.12.182,10.3.13.56,80,22,TCP,38037,13536,411,551,22.52,6,2,4,internal.gov.local,3,Yes,USR-068,Certificate,Success,1,python,12,High,Internal,OWNER-01,3.8,No,None,Normal,Normal,Normal,Normal,None,Normal,2290.0976909413853,42.717584369449376,0.5,0.962,11,2.0,10.0
N-01-00038,2026-01-14T16:34:07,Government Data Centres,DEPT-01,S01-CTRL01,S01-BKP01,10.2.12.91,10.3.13.92,53,5432,TCP,44344,39186,472,88,80.69,6,1,2,auth.local,1,No,USR-048,Certificate,Success,0,python,12,Critical,OT,OWNER-01,7.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1035.196430784484,6.940141281447516,0.0,0.56,3,2.0,7.0
N-01-00039,2026-01-14T09:55:24,Government Data Centres,DEPT-01,S01-BKP01,S01-AUTH01,10.2.12.110,10.3.13.49,53,5432,TCP,36566,22071,252,297,16.92,6,4,1,auth.local,1,Yes,USR-018,Password,Success,1,python,16,Critical,Internal,OWNER-01,2.2,No,None,Normal,Normal,Normal,Normal,None,Normal,3465.543735224586,32.44680851063829,0.5,0.549,10,2.0,9.0
N-01-00040,2026-01-16T21:56:31,Government Data Centres,DEPT-01,S01-MON01,S01-BKP01,10.2.12.108,10.3.13.183,53,53,TCP,5617,4244,409,227,35.12,5,2,3,service.local,4,Yes,USR-071,Certificate,Success,0,python,3,High,Internal,OWNER-01,3.8,No,None,Normal,Normal,Normal,Normal,None,Normal,280.78018223234625,18.109339407744876,0.0,0.636,10,2.0,9.0
N-01-00041,2026-01-20T01:37:23,Government Data Centres,DEPT-01,S01-WS01,S01-CTRL01,10.2.12.140,10.3.13.212,443,53,TCP,28062,13623,378,255,35.8,1,4,3,auth.local,1,Yes,USR-016,Password,Success,0,python,11,Medium,Internal,OWNER-01,9.0,No,None,Normal,Normal,Normal,Normal,None,Normal,1164.3854748603353,17.68156424581006,0.0,0.633,12,2.0,11.0
N-01-00042,2026-01-05T02:38:39,Government Data Centres,DEPT-01,S01-CTRL01,S01-BKP01,10.2.12.37,10.3.13.202,80,80,TCP,37560,46182,274,289,71.66,3,3,3,auth.local,5,No,USR-066,Certificate,Success,0,java,13,Critical,OT,OWNER-01,7.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1168.601730393525,7.8565447948646385,0.0,0.563,6,2.0,10.0
N-01-00043,2026-01-21T01:31:41,Government Data Centres,DEPT-01,S01-GW01,S01-MGMT01,10.2.12.34,10.3.13.181,80,80,TCP,46821,42417,426,255,91.4,7,4,2,auth.local,4,Yes,USR-058,Password,Success,2,nginx,12,High,DMZ,OWNER-01,7.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,976.3457330415754,7.450765864332603,0.6666666666666666,0.681,11,2.0,10.0
N-01-00044,2026-01-17T03:24:59,Government Data Centres,DEPT-01,S01-VPN01,S01-WS01,10.2.12.226,10.3.13.96,53,53,UDP,38339,524,446,97,87.74,8,3,1,monitor.local,2,Yes,USR-028,SSO,Success,1,powershell,9,High,DMZ,OWNER-01,2.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,442.9336676544336,6.188739457488033,0.5,0.543,9,2.0,8.0
N-01-00045,2026-01-14T11:37:08,Government Data Centres,DEPT-01,S01-MGMT01,S01-CTRL01,10.2.12.146,10.3.13.220,53,22,TCP,3210,13251,322,472,2.05,3,4,4,internal.gov.local,4,No,USR-017,Certificate,Success,1,java,8,Critical,Internal,OWNER-01,6.6,No,None,Normal,Normal,Normal,Normal,None,Normal,8029.756097560977,387.31707317073176,0.5,0.794,8,2.0,12.0
N-01-00046,2026-01-07T00:44:05,Government Data Centres,DEPT-01,S01-APP01,S01-BKP01,10.2.12.97,10.3.13.172,80,443,UDP,41199,40243,373,241,51.56,2,1,1,service.local,4,No,USR-017,Certificate,Success,0,python,14,High,DMZ,OWNER-01,7.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1579.5577967416602,11.90845616757176,0.0,0.614,2,2.0,6.0
N-01-00047,2026-01-17T03:53:21,Government Data Centres,DEPT-01,S01-GW01,S01-APP01,10.2.12.211,10.3.13.32,53,80,UDP,4841,30208,198,93,87.72,2,1,3,auth.local,3,No,USR-049,Password,Success,2,java,2,High,DMZ,OWNER-01,7.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,399.5554035567715,3.317373461012312,0.6666666666666666,0.291,4,2.0,8.0
N-01-00048,2026-01-15T05:18:41,Government Data Centres,DEPT-01,S01-VPN01,S01-GW01,10.2.12.44,10.3.13.114,22,80,TCP,27181,58184,442,224,10.49,2,2,1,monitor.local,3,Yes,USR-041,Password,Success,0,powershell,20,High,DMZ,OWNER-01,2.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,8137.750238322212,63.489037178265015,0.0,0.666,8,2.0,7.0
N-01-00049,2026-01-13T22:13:38,Government Data Centres,DEPT-01,S01-APP01,S01-WS01,10.2.12.155,10.3.13.186,8080,22,TCP,43349,39737,107,532,72.87,4,4,3,internal.gov.local,2,Yes,USR-050,Password,Success,0,svchost,20,High,DMZ,OWNER-01,7.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1140.194867572389,8.769040757513379,0.0,0.639,12,2.0,11.0
N-01-00050,2026-01-13T08:30:56,Government Data Centres,DEPT-01,S01-CTRL01,S01-APP01,10.2.12.5,10.3.13.94,22,80,UDP,37449,55363,189,561,81.98,8,1,1,internal.gov.local,1,No,USR-028,Password,Success,0,svchost,16,Critical,OT,OWNER-01,7.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1132.1297877531103,9.148572822639668,0.0,0.75,2,2.0,6.0
N-01-00051,2026-01-18T18:56:26,Government Data Centres,DEPT-01,S01-WS01,S01-CTRL01,10.2.12.110,10.3.13.181,53,443,TCP,18384,11157,160,82,61.41,4,2,3,monitor.local,5,No,USR-040,Certificate,Success,1,java,1,Medium,Internal,OWNER-01,9.0,No,None,Normal,Normal,Normal,Normal,None,Normal,481.0454323400098,3.940726266080443,0.5,0.242,5,2.0,9.0
N-01-00052,2026-01-11T05:17:07,Government Data Centres,DEPT-01,S01-DB01,S01-APP01,10.2.12.118,10.3.13.158,8080,443,UDP,43852,23222,63,14,84.98,1,2,4,auth.local,5,No,USR-022,SSO,Success,0,powershell,3,Critical,Internal,OWNER-01,2.8,No,None,Normal,Normal,Normal,Normal,None,Normal,789.2915980230642,0.9060955518945634,0.0,0.077,6,2.0,10.0
N-01-00053,2026-01-19T16:47:27,Government Data Centres,DEPT-01,S01-GW01,S01-BKP01,10.2.12.71,10.3.13.136,443,22,TCP,32715,59863,263,370,6.75,3,3,2,auth.local,1,No,USR-030,Certificate,Success,2,nginx,1,High,DMZ,OWNER-01,7.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,13715.25925925926,93.77777777777777,0.6666666666666666,0.633,5,2.0,9.0
N-01-00054,2026-01-02T09:06:30,Government Data Centres,DEPT-01,S01-GW01,S01-WS01,10.2.12.95,10.3.13.100,80,80,TCP,36432,55167,116,331,29.87,6,3,1,auth.local,1,No,USR-023,Password,Success,2,nginx,12,High,DMZ,OWNER-01,7.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,3066.588550385002,14.964847673250754,0.6666666666666666,0.447,4,2.0,8.0
N-01-00055,2026-01-21T00:58:18,Government Data Centres,DEPT-01,S01-APP01,S01-VPN01,10.2.12.200,10.3.13.218,22,22,TCP,36447,60066,6,379,24.16,5,5,2,monitor.local,3,Yes,USR-026,Certificate,Success,2,java,4,High,DMZ,OWNER-01,7.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,3994.7433774834435,15.935430463576159,0.6666666666666666,0.385,12,2.0,11.0
N-01-00056,2026-01-01T21:03:14,Government Data Centres,DEPT-01,S01-GW01,S01-MON01,10.2.12.140,10.3.13.90,443,22,TCP,49937,49519,436,316,12.56,4,4,4,internal.gov.local,2,No,USR-012,Password,Success,0,python,13,High,DMZ,OWNER-01,7.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,7918.471337579617,59.87261146496815,0.0,0.752,8,2.0,12.0
N-01-00057,2026-01-18T08:27:05,Government Data Centres,DEPT-01,S01-MGMT01,S01-VPN01,10.2.12.150,10.3.13.26,8080,80,UDP,5104,8363,224,135,28.49,5,3,4,auth.local,3,Yes,USR-035,Password,Success,0,java,4,Critical,Internal,OWNER-01,6.6,No,None,Normal,Normal,Normal,Normal,None,Normal,472.69217269217273,12.600912600912602,0.0,0.359,12,2.0,11.0
N-01-00058,2026-01-04T20:52:06,Government Data Centres,DEPT-01,S01-CTRL01,S01-APP01,10.2.12.44,10.3.13.117,53,22,UDP,8112,47161,495,214,54.28,8,3,1,internal.gov.local,2,No,USR-078,Password,Success,0,powershell,4,Critical,OT,OWNER-01,7.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1018.2940309506264,13.061901252763448,0.0,0.709,4,2.0,8.0
N-01-00059,2026-01-09T10:16:25,Government Data Centres,DEPT-01,S01-APP01,S01-WS01,10.2.12.133,10.3.13.14,22,22,TCP,2236,53204,439,465,66.76,4,1,4,internal.gov.local,2,No,USR-002,Password,Success,0,java,6,High,DMZ,OWNER-01,7.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,830.4373876572797,13.541042540443378,0.0,0.904,5,2.0,9.0
N-01-00060,2026-01-16T22:48:40,Government Data Centres,DEPT-01,S01-BKP01,S01-MGMT01,10.2.12.242,10.3.13.167,443,5432,UDP,5114,3057,35,204,108.31,8,2,1,auth.local,1,No,USR-060,Password,Success,0,python,13,Critical,Internal,OWNER-01,2.2,No,None,Normal,Normal,Normal,Normal,None,Normal,75.4408641861324,2.2066291201181794,0.0,0.239,3,2.0,7.0
N-01-00061,2026-01-02T00:06:24,Government Data Centres,DEPT-01,S01-BKP01,S01-VPN01,10.2.12.176,10.3.13.111,80,22,TCP,12465,36242,145,458,106.02,1,5,2,auth.local,4,Yes,USR-071,SSO,Success,0,nginx,8,Critical,Internal,OWNER-01,2.2,No,None,Normal,Normal,Normal,Normal,None,Normal,459.4133182418412,5.68760611205433,0.0,0.603,12,2.0,11.0
