EVENT_ID,TIMESTAMP,SECTOR,DEPARTMENT,SOURCE_ASSET,DESTINATION_ASSET,SOURCE_IP,DESTINATION_IP,SOURCE_PORT,DESTINATION_PORT,PROTOCOL,BYTES_SENT,BYTES_RECEIVED,PACKETS_SENT,PACKETS_RECEIVED,FLOW_DURATION_SEC,CONNECTION_FREQUENCY,UNIQUE_DESTINATIONS,UNIQUE_PORTS,DNS_DOMAIN,DNS_FREQUENCY,DOMAIN_NOVELTY,USER_ID,AUTHENTICATION_TYPE,AUTHENTICATION_RESULT,FAILED_LOGIN_COUNT,PROCESS_NAME,FILE_ACTIVITY,ASSET_TYPE,ASSET_CRITICALITY,ASSET_ZONE,ASSET_OWNER,VULNERABILITY_SCORE,INTERNET_EXPOSURE,PREVIOUS_ATTACK_STAGE,CURRENT_ATTACK_STAGE,NEXT_ATTACK_STAGE,ATTACK_TYPE,MITRE_TECHNIQUE,LABEL,BYTES_PER_SEC,PACKETS_PER_SEC,AUTH_FAILURE_RATE,TRAFFIC_BURST_SCORE,TARGET_NOVELTY_SCORE,CRITICALITY_SCORE,BLAST_RADIUS_PROXY
N-02-00022,2026-01-20T23:36:34,Power Infrastructure,DEPT-02,S02-MON01,S02-GW01,10.2.22.175,10.3.23.230,80,80,TCP,29284,8526,150,401,89.53,6,2,3,monitor.local,4,Yes,USR-053,Password,Success,1,java,7,High,Internal,OWNER-02,2.8,No,None,Normal,Normal,Normal,Normal,None,Normal,422.3165419412487,6.15436166648051,0.5,0.551,10,2.0,9.0
N-02-00023,2026-01-01T09:30:23,Power Infrastructure,DEPT-02,S02-MGMT01,S02-MON01,10.2.22.61,10.3.23.5,80,53,TCP,48687,39679,10,134,44.94,8,1,2,monitor.local,5,Yes,USR-007,SSO,Success,0,svchost,7,Critical,Internal,OWNER-02,4.2,No,None,Normal,Normal,Normal,Normal,None,Normal,1966.3106364040943,3.204272363150868,0.0,0.144,8,2.0,7.0
N-02-00024,2026-01-10T08:09:15,Power Infrastructure,DEPT-02,S02-GW01,S02-MON01,10.2.22.113,10.3.23.214,443,22,TCP,8671,69786,456,91,77.67,7,3,1,internal.gov.local,1,No,USR-076,Password,Success,2,nginx,5,High,DMZ,OWNER-02,6.3,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1010.1326123342345,7.042616196729754,0.6666666666666666,0.547,4,2.0,8.0
N-02-00025,2026-01-15T21:01:01,Power Infrastructure,DEPT-02,S02-GW01,S02-WS01,10.2.22.38,10.3.23.95,80,443,UDP,22414,20919,354,206,92.11,8,3,4,auth.local,2,No,USR-074,Certificate,Success,0,svchost,1,High,DMZ,OWNER-02,6.3,Yes,None,Normal,Normal,Normal,Normal,None,Normal,470.4483769406145,6.079687330365867,0.0,0.56,7,2.0,11.0
N-02-00026,2026-01-11T03:02:02,Power Infrastructure,DEPT-02,S02-GW01,S02-CTRL01,10.2.22.36,10.3.23.222,53,22,UDP,19551,42363,133,281,117.78,3,1,3,auth.local,5,No,USR-037,SSO,Success,0,python,2,High,DMZ,OWNER-02,6.3,Yes,None,Normal,Normal,Normal,Normal,None,Normal,525.6749872643912,3.515028018339277,0.0,0.414,4,2.0,8.0
N-02-00027,2026-01-01T16:53:40,Power Infrastructure,DEPT-02,S02-APP01,S02-CTRL01,10.2.22.145,10.3.23.32,8080,5432,UDP,22997,46126,273,218,34.08,5,3,4,monitor.local,2,No,USR-077,Certificate,Success,1,java,3,High,DMZ,OWNER-02,5.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,2028.2570422535211,14.407276995305166,0.5,0.491,7,2.0,11.0
N-02-00028,2026-01-02T12:34:20,Power Infrastructure,DEPT-02,S02-MON01,S02-VPN01,10.2.22.181,10.3.23.106,53,443,TCP,26964,13641,417,432,100.86,5,5,4,internal.gov.local,4,No,USR-038,SSO,Success,2,java,13,High,Internal,OWNER-02,2.8,No,None,Normal,Normal,Normal,Normal,None,Normal,402.587745389649,8.417608566329566,0.6666666666666666,0.849,9,2.0,13.0
N-02-00029,2026-01-04T07:35:12,Power Infrastructure,DEPT-02,S02-BKP01,S02-GW01,10.2.22.92,10.3.23.206,443,22,UDP,1980,9506,193,205,81.74,2,4,2,internal.gov.local,4,Yes,USR-013,SSO,Success,1,nginx,11,Critical,Internal,OWNER-02,9.5,No,None,Normal,Normal,Normal,Normal,None,Normal,140.51871788597995,4.8690971372644976,0.5,0.398,11,2.0,10.0
N-02-00030,2026-01-14T08:25:03,Power Infrastructure,DEPT-02,S02-VPN01,S02-MON01,10.2.22.97,10.3.23.35,80,22,UDP,5118,27618,127,336,36.98,5,1,4,auth.local,3,No,USR-013,Certificate,Success,1,svchost,18,High,DMZ,OWNER-02,2.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,885.2352623039482,12.520281233098974,0.5,0.463,5,2.0,9.0
N-02-00031,2026-01-17T18:40:29,Power Infrastructure,DEPT-02,S02-GW01,S02-BKP01,10.2.22.33,10.3.23.148,443,5432,UDP,28690,39566,435,416,69.73,7,3,4,internal.gov.local,5,No,USR-025,SSO,Success,2,python,15,High,DMZ,OWNER-02,6.3,Yes,None,Normal,Normal,Normal,Normal,None,Normal,978.861322242937,12.204216262727662,0.6666666666666666,0.851,7,2.0,11.0
N-02-00032,2026-01-11T19:13:25,Power Infrastructure,DEPT-02,S02-WS01,S02-CTRL01,10.2.22.142,10.3.23.246,443,22,UDP,3422,24544,498,250,119.26,8,4,1,auth.local,2,No,USR-013,Certificate,Success,0,java,0,Medium,Internal,OWNER-02,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,234.49605903068925,6.272010732852591,0.0,0.748,5,2.0,9.0
N-02-00033,2026-01-11T04:11:31,Power Infrastructure,DEPT-02,S02-CTRL01,S02-MGMT01,10.2.22.63,10.3.23.57,80,80,UDP,14139,17666,109,581,119.8,7,3,3,internal.gov.local,2,No,USR-042,Password,Success,0,svchost,14,Critical,OT,OWNER-02,6.7,No,None,Normal,Normal,Normal,Normal,None,Normal,265.4841402337229,5.759599332220367,0.0,0.69,6,2.0,10.0
N-02-00034,2026-01-07T05:03:10,Power Infrastructure,DEPT-02,S02-BKP01,S02-AUTH01,10.2.22.114,10.3.23.123,80,5432,TCP,14869,44521,335,146,5.7,4,2,1,internal.gov.local,3,No,USR-009,SSO,Success,2,java,7,Critical,Internal,OWNER-02,9.5,No,None,Normal,Normal,Normal,Normal,None,Normal,10419.298245614034,84.3859649122807,0.6666666666666666,0.481,3,2.0,7.0
N-02-00035,2026-01-07T16:19:18,Power Infrastructure,DEPT-02,S02-AUTH01,S02-CTRL01,10.2.22.37,10.3.23.56,22,53,TCP,39826,69048,78,11,95.98,8,3,3,internal.gov.local,3,No,USR-044,Password,Success,1,nginx,14,Critical,Internal,OWNER-02,8.3,No,None,Normal,Normal,Normal,Normal,None,Normal,1134.3404876015836,0.927276515940821,0.5,0.089,6,2.0,10.0
N-02-00036,2026-01-14T06:25:44,Power Infrastructure,DEPT-02,S02-MGMT01,S02-MON01,10.2.22.157,10.3.23.161,443,80,TCP,8347,4060,3,404,94.65,4,2,2,service.local,4,No,USR-017,SSO,Success,1,svchost,14,Critical,Internal,OWNER-02,4.2,No,None,Normal,Normal,Normal,Normal,None,Normal,131.08293713681985,4.300052826201796,0.5,0.407,4,2.0,8.0
N-02-00037,2026-01-03T01:11:26,Power Infrastructure,DEPT-02,S02-DB01,S02-WS01,10.2.22.228,10.3.23.187,8080,443,UDP,26532,39356,375,491,3.49,8,1,2,auth.local,1,No,USR-049,Password,Success,1,python,10,Critical,Internal,OWNER-02,7.9,No,None,Normal,Normal,Normal,Normal,None,Normal,18879.083094555874,248.1375358166189,0.5,0.866,3,2.0,7.0
N-02-00038,2026-01-19T10:48:19,Power Infrastructure,DEPT-02,S02-AUTH01,S02-CTRL01,10.2.22.36,10.3.23.163,22,443,TCP,42163,62186,407,306,87.38,3,4,3,internal.gov.local,4,Yes,USR-047,Certificate,Success,0,svchost,14,Critical,Internal,OWNER-02,8.3,No,None,Normal,Normal,Normal,Normal,None,Normal,1194.1977569237813,8.159761959258413,0.0,0.713,12,2.0,11.0
N-02-00039,2026-01-09T18:45:36,Power Infrastructure,DEPT-02,S02-BKP01,S02-AUTH01,10.2.22.239,10.3.23.2,53,80,TCP,2822,32327,363,416,22.99,6,4,3,monitor.local,1,No,USR-074,SSO,Success,1,powershell,19,Critical,Internal,OWNER-02,9.5,No,None,Normal,Normal,Normal,Normal,None,Normal,1528.882122662027,33.88429752066116,0.5,0.779,7,2.0,11.0
N-02-00040,2026-01-03T17:03:33,Power Infrastructure,DEPT-02,S02-MON01,S02-DB01,10.2.22.238,10.3.23.57,8080,5432,UDP,49257,36611,433,81,31.0,7,1,3,auth.local,1,No,USR-077,Certificate,Success,2,java,4,High,Internal,OWNER-02,2.8,No,None,Normal,Normal,Normal,Normal,None,Normal,2769.935483870968,16.580645161290324,0.6666666666666666,0.514,4,2.0,8.0
N-02-00041,2026-01-08T01:58:13,Power Infrastructure,DEPT-02,S02-BKP01,S02-MON01,10.2.22.34,10.3.23.35,80,5432,UDP,25169,13494,68,105,18.92,2,1,3,auth.local,5,No,USR-030,SSO,Success,0,nginx,2,Critical,Internal,OWNER-02,9.5,No,None,Normal,Normal,Normal,Normal,None,Normal,2043.4989429175473,9.143763213530654,0.0,0.173,4,2.0,8.0
N-02-00042,2026-01-11T06:37:47,Power Infrastructure,DEPT-02,S02-AUTH01,S02-VPN01,10.2.22.180,10.3.23.237,80,80,TCP,38969,69806,362,313,112.69,5,2,2,auth.local,4,Yes,USR-065,Certificate,Success,1,nginx,16,Critical,Internal,OWNER-02,8.3,No,None,Normal,Normal,Normal,Normal,None,Normal,965.2586742390629,5.989883751885705,0.5,0.675,9,2.0,8.0
N-02-00043,2026-01-04T13:11:58,Power Infrastructure,DEPT-02,S02-VPN01,S02-CTRL01,10.2.22.249,10.3.23.34,80,53,UDP,3988,43431,338,561,116.71,5,1,4,internal.gov.local,4,No,USR-026,Certificate,Success,2,powershell,18,High,DMZ,OWNER-02,2.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,406.2976608688202,7.70285322594465,0.6666666666666666,0.899,5,2.0,9.0
N-02-00044,2026-01-08T07:05:29,Power Infrastructure,DEPT-02,S02-MGMT01,S02-MON01,10.2.22.193,10.3.23.149,8080,5432,UDP,25851,3411,387,334,61.89,8,5,3,monitor.local,2,No,USR-001,Certificate,Success,1,java,6,Critical,Internal,OWNER-02,4.2,No,None,Normal,Normal,Normal,Normal,None,Normal,472.8065923412506,11.649701082565842,0.5,0.721,8,2.0,12.0
N-02-00045,2026-01-02T11:41:53,Power Infrastructure,DEPT-02,S02-BKP01,S02-APP01,10.2.22.141,10.3.23.17,8080,80,UDP,5683,50556,207,137,0.99,7,3,3,auth.local,4,Yes,USR-036,SSO,Success,1,python,12,Critical,Internal,OWNER-02,9.5,No,None,Normal,Normal,Normal,Normal,None,Normal,56807.07070707071,347.47474747474746,0.5,0.344,11,2.0,10.0
N-02-00046,2026-01-18T10:28:48,Power Infrastructure,DEPT-02,S02-MGMT01,S02-BKP01,10.2.22.93,10.3.23.229,53,22,TCP,11481,33592,242,443,33.02,1,1,4,monitor.local,3,Yes,USR-068,Password,Success,1,nginx,11,Critical,Internal,OWNER-02,4.2,No,None,Normal,Normal,Normal,Normal,None,Normal,1365.0211992731677,20.745003028467593,0.5,0.685,10,2.0,9.0
N-02-00047,2026-01-10T00:57:22,Power Infrastructure,DEPT-02,S02-APP01,S02-MON01,10.2.22.67,10.3.23.85,443,80,TCP,17022,39854,135,72,92.4,8,3,1,service.local,2,No,USR-068,SSO,Success,2,svchost,0,High,DMZ,OWNER-02,5.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,615.5411255411256,2.24025974025974,0.6666666666666666,0.207,4,2.0,8.0
N-02-00048,2026-01-20T08:50:20,Power Infrastructure,DEPT-02,S02-VPN01,S02-DB01,10.2.22.212,10.3.23.122,443,443,UDP,1502,32332,211,200,5.57,5,3,2,service.local,5,Yes,USR-008,Password,Success,0,powershell,1,High,DMZ,OWNER-02,2.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,6074.326750448833,73.78815080789946,0.0,0.411,10,2.0,9.0
N-02-00049,2026-01-06T09:58:01,Power Infrastructure,DEPT-02,S02-VPN01,S02-CTRL01,10.2.22.157,10.3.23.200,22,443,TCP,17836,1788,300,445,76.59,8,5,4,monitor.local,2,No,USR-044,Password,Success,2,powershell,3,High,DMZ,OWNER-02,2.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,256.22143883013445,9.727118422770596,0.6666666666666666,0.745,9,2.0,13.0
N-02-00050,2026-01-10T04:34:39,Power Infrastructure,DEPT-02,S02-DB01,S02-BKP01,10.2.22.71,10.3.23.136,443,22,UDP,2968,61022,106,364,90.45,7,4,3,internal.gov.local,5,No,USR-064,Certificate,Success,2,java,18,Critical,Internal,OWNER-02,7.9,No,None,Normal,Normal,Normal,Normal,None,Normal,707.4626865671642,5.196241017136539,0.6666666666666666,0.47,7,2.0,11.0
N-02-00051,2026-01-08T23:55:37,Power Infrastructure,DEPT-02,S02-WS01,S02-GW01,10.2.22.214,10.3.23.162,8080,443,TCP,43313,56848,2,174,86.1,5,3,2,internal.gov.local,2,No,USR-046,Certificate,Success,2,java,10,Medium,Internal,OWNER-02,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,1163.3101045296169,2.0441347270615564,0.6666666666666666,0.176,5,2.0,9.0
N-02-00052,2026-01-15T05:25:53,Power Infrastructure,DEPT-02,S02-VPN01,S02-WS01,10.2.22.224,10.3.23.6,53,80,UDP,10264,5556,118,100,67.67,8,4,4,auth.local,5,Yes,USR-059,SSO,Success,2,powershell,3,High,DMZ,OWNER-02,2.8,Yes,None,Normal,Normal,Normal,Normal,None,Normal,233.78158711393527,3.221516181468893,0.6666666666666666,0.218,13,2.0,12.0
N-02-00053,2026-01-13T00:25:57,Power Infrastructure,DEPT-02,S02-WS01,S02-APP01,10.2.22.110,10.3.23.190,22,5432,TCP,13403,684,258,536,90.58,3,5,3,monitor.local,5,No,USR-014,Certificate,Success,1,java,7,Medium,Internal,OWNER-02,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,155.51998233605653,8.765731949657761,0.5,0.794,8,2.0,12.0
N-02-00054,2026-01-11T02:29:01,Power Infrastructure,DEPT-02,S02-DB01,S02-AUTH01,10.2.22.190,10.3.23.166,22,5432,UDP,47152,36893,86,472,50.46,8,3,2,internal.gov.local,4,No,USR-001,SSO,Success,1,java,18,Critical,Internal,OWNER-02,7.9,No,None,Normal,Normal,Normal,Normal,None,Normal,1665.576694411415,11.058263971462544,0.5,0.558,5,2.0,9.0
N-02-00055,2026-01-09T18:54:05,Power Infrastructure,DEPT-02,S02-DB01,S02-APP01,10.2.22.209,10.3.23.137,443,53,TCP,19526,19425,455,392,98.82,6,5,3,monitor.local,5,No,USR-054,Password,Success,0,java,14,Critical,Internal,OWNER-02,7.9,No,None,Normal,Normal,Normal,Normal,None,Normal,394.1611009917021,8.571139445456385,0.0,0.847,8,2.0,12.0
N-02-00056,2026-01-16T05:02:30,Power Infrastructure,DEPT-02,S02-AUTH01,S02-WS01,10.2.22.32,10.3.23.117,8080,5432,TCP,10128,22647,118,484,81.55,1,1,4,auth.local,3,Yes,USR-008,Certificate,Success,2,powershell,14,Critical,Internal,OWNER-02,8.3,No,None,Normal,Normal,Normal,Normal,None,Normal,401.9006744328633,7.381974248927039,0.6666666666666666,0.602,10,2.0,9.0
N-02-00057,2026-01-17T08:04:16,Power Infrastructure,DEPT-02,S02-MON01,S02-MGMT01,10.2.22.20,10.3.23.162,53,53,UDP,20775,41340,105,539,9.38,1,4,2,monitor.local,5,No,USR-046,Certificate,Success,0,powershell,15,High,Internal,OWNER-02,2.8,No,None,Normal,Normal,Normal,Normal,None,Normal,6622.068230277185,68.65671641791045,0.0,0.644,6,2.0,10.0
N-02-00058,2026-01-14T00:38:37,Power Infrastructure,DEPT-02,S02-CTRL01,S02-GW01,10.2.22.79,10.3.23.96,8080,5432,UDP,11186,53282,425,565,25.29,5,5,4,monitor.local,2,No,USR-020,Password,Success,2,svchost,12,Critical,OT,OWNER-02,6.7,No,None,Normal,Normal,Normal,Normal,None,Normal,2549.1498616053777,39.14590747330961,0.6666666666666666,0.99,9,2.0,13.0
N-02-00059,2026-01-06T17:52:37,Power Infrastructure,DEPT-02,S02-APP01,S02-DB01,10.2.22.104,10.3.23.176,443,80,TCP,41592,3851,325,343,88.61,2,2,4,internal.gov.local,5,No,USR-004,Certificate,Success,1,nginx,12,High,DMZ,OWNER-02,5.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,512.8427942670128,7.538652522288681,0.5,0.668,6,2.0,10.0
N-02-00060,2026-01-21T04:48:07,Power Infrastructure,DEPT-02,S02-BKP01,S02-GW01,10.2.22.14,10.3.23.118,8080,80,TCP,31725,19432,303,570,17.36,4,2,3,monitor.local,3,Yes,USR-006,Password,Success,2,powershell,1,Critical,Internal,OWNER-02,9.5,No,None,Normal,Normal,Normal,Normal,None,Normal,2946.8317972350233,50.28801843317972,0.6666666666666666,0.873,10,2.0,9.0
N-02-00061,2026-01-08T19:04:29,Power Infrastructure,DEPT-02,S02-BKP01,S02-VPN01,10.2.22.132,10.3.23.159,53,5432,TCP,12717,44544,183,458,1.69,8,4,2,internal.gov.local,2,No,USR-013,SSO,Success,1,powershell,20,Critical,Internal,OWNER-02,9.5,No,None,Normal,Normal,Normal,Normal,None,Normal,33882.24852071006,379.2899408284024,0.5,0.641,6,2.0,10.0
